JUNO Address	JUNO GLTO Amount	OSMO Address	OSMO GLTO Amount	GLTO Total Amount
juno1n888kwezl5nu6s8zkva89sfftng04dedjvv20q	12,031.00			12,031.00
juno109jutq7jyxqycls4fpn9shp9ep8370vyhgc92t	12,027.66			12,027.66
juno1kveynlnvqg830ghtaqqukuh0ttlg2yvpda70m6	12,019.98			12,019.98
juno1n8gr2p44e84x22lqe0q88eg4n37wxcgpp7yuqn	10,715.77	osmo1n8gr2p44e84x22lqe0q88eg4n37wxcgplh5h3a	1,293.00	12,008.77
juno105pemhfdgc3ljjmjy84jdw56qsp8hj8m69xedl	12,000.59			12,000.59
juno1fhkmgxzuy9mvptymamds7zteawnzc3cy5v9dks	12,000.00			12,000.00
juno1g5w4sux67m0pnqnr6gkgvc9uaeezj5sx6zc7j9	12,000.00			12,000.00
juno1xl45lhzpy0m7hcwqp9se83xwnlcgep0jktlxnx	12,000.00			12,000.00
juno1vrwme6ss0q440x7erj3xgtpyzns3cva0ks7w0s	11,984.00			11,984.00
juno1lmg3ea6syazpch4fzs4lu903uyzy8k9s7zje2f	10,031.33	osmo1lmg3ea6syazpch4fzs4lu903uyzy8k9sqtzjm8	1,951.00	11,982.33
juno13hf88n6z89jmktgn6ry7fzfs045ty0usjuzhmx	0.00	osmo13hf88n6z89jmktgn6ry7fzfs045ty0usv4ju2g	11,980.00	11,980.00
juno146q00ct4tfxegcnvvy3jvjknmeyv0dan8mce7t	11,970.42			11,970.42
juno19uzrddu7jumv00mtlxkr0tgwwjp02p2nf3mkq3	11,432.69	osmo19uzrddu7jumv00mtlxkr0tgwwjp02p2nhcta3l	536.00	11,968.69
juno199nlazvaqua9vxe8c2sr7p342vhkm2ecvylgrw	11,949.00			11,949.00
juno1hq8tlgq0kqz9e56532zghdhz7g8gtjymnkmtgd	10,031.00	osmo1hq8tlgq0kqz9e56532zghdhz7g8gtjymdltqer	1,917.00	11,948.00
juno1yapj782cpsx9u2nd4fv7yvqrumv9jlzrqkeuwv	11,944.40			11,944.40
juno177t27fsph9rejywmdh4d9s8eqlmv86hd87c67u	0.00	osmo177t27fsph9rejywmdh4d9s8eqlmv86hdehg30j	11,943.00	11,943.00
juno1nzqqnq3scw2qakr4qxw7fjs2vakvaff0dsy65d	11,926.41			11,926.41
juno1cl3qf5fvfsddcy8xcljxctauxa69w64me8rtsk	0.00	osmo1cl3qf5fvfsddcy8xcljxctauxa69w64m8wnqpc	11,917.00	11,917.00
juno1w83rmdhrqudkj5qgs0c8lea6ypacp553yxz40h	11,898.52	osmo1w83rmdhrqudkj5qgs0c8lea6ypacp55360j77e	18.00	11,916.52
juno1nc0hm70ujjdc4z24fzl3t27fweerwdtq4e97jf	5,687.48	osmo1nc0hm70ujjdc4z24fzl3t27fweerwdtqts44r8	6,221.00	11,908.48
juno1qwk8l7d4cqvx284q3clfmgx389lv36jlzzcxqw	10,819.93	osmo1qwk8l7d4cqvx284q3clfmgx389lv36jlutgd3q	1,071.00	11,890.93
juno1het5ulhuwssp9stmyslnmzx3y699cullxmflpk	11,854.63	osmo1het5ulhuwssp9stmyslnmzx3y699cullcje5sc	29.00	11,883.63
juno1q3dpka799kz96mnm56jygcqvqex8zd22fcdxnj	10,355.67	osmo1q3dpka799kz96mnm56jygcqvqex8zd22h3adzu	1,523.00	11,878.67
juno1taq9pscnws852tfvd4vrtckztu0kttkk4r305h	0.00	osmo1taq9pscnws852tfvd4vrtckztu0kttkkt2py9e	11,876.00	11,876.00
juno15md4wkfqux35ak5rh2409yk3gx8l4y5s60fk7u	11,686.50	osmo15md4wkfqux35ak5rh2409yk3gx8l4y5syxea0j	141.00	11,827.50
juno17j9rqfx0de7uzdv40z3eg5d9d6yf2se9s77k7v	11,041.85	osmo17j9rqfx0de7uzdv40z3eg5d9d6yf2se9whwa0z	771.00	11,812.85
juno1ckr0ltngjk8z07jdwpz2jfqjc089vkpyj0cr2n	0.00	osmo1ckr0ltngjk8z07jdwpz2jfqjc089vkpyvxggma	11,812.00	11,812.00
juno15qqeu3mj4y4f0wu5758ym592n4aghynxkqk7f4	10,826.32	osmo15qqeu3mj4y4f0wu5758ym592n4aghynxgfx4cm	983.00	11,809.32
juno1yc4f90ljmls44h5g3dm8f9ksxdq06qd720lssh	11,770.46	osmo1yc4f90ljmls44h5g3dm8f9ksxdq06qd75x0mpe	38.00	11,808.46
juno1efsj9hrsuhcu6lmamm544n7syfn58kd6eypy8m	11,797.01			11,797.01
juno1puvsznn7wlrxkf4ulvfeekg2j8nkmmezlv2x66	11,766.38	osmo1puvsznn7wlrxkf4ulvfeekg2j8nkmmezp96dt5	28.00	11,794.38
juno15dq7j22nkxlq97ukuhl5g5haat8zujpn2hpw9h	11,792.03			11,792.03
juno1gcafwtsrr3596x7jcslfm7376en8p59u7s5uja	11,762.00			11,762.00
juno1keqhrkaywu8sl0zw0x42tkd5r5h5fnhsvj093z	11,762.00			11,762.00
juno1ep2umj6kn34g2ttjalsc5r9w8pt7sv4xnsvmdx	10,200.38	osmo1ep2umj6kn34g2ttjalsc5r9w8pt7sv4xdeusug	1,522.00	11,722.38
juno13x9ckwpcpxjkswuuwdtde9een9jw9kdper5mne	10,708.00	osmo13x9ckwpcpxjkswuuwdtde9een9jw9kdp82yszh	1,006.00	11,714.00
juno1nc0sc7dly6c3pqaqua7alkznftad50k038j2ue	11,441.00	osmo1nc0sc7dly6c3pqaqua7alkznftad50k00wzpdh	268.00	11,709.00
juno1gdv802e47tcmcxtsyk0l6a7mpy6d84eztv5wam	11,700.92			11,700.92
juno1fxqsevx5nw2my8z40fr9us27cfx8smewzqrnt3	10,235.00	osmo1fxqsevx5nw2my8z40fr9us27cfx8smewufnc6l	1,462.00	11,697.00
juno1d6gvqn3z5767yk2vfyc4m6dsrdgvrtkpjxmts7	11,696.15			11,696.15
juno1nflwqwtvz43ky8yg0ylpwt3xjazu6skry47ldn	11,685.00			11,685.00
juno1v2wmsgvu3c7ss3altqqrxhsen8lwenttkyvh0v	11,633.58	osmo1v2wmsgvu3c7ss3altqqrxhsen8lwenttgduu7z	43.00	11,676.58
juno12saxy20x0x3n7efuxpfeq4jqp0vqpazyjtkz38	11,410.61	osmo12saxy20x0x3n7efuxpfeq4jqp0vqpazyvzxfqf	259.00	11,669.61
juno1ufkn6a3lxswk8ekcz5gzpfk4pasncq4sxj9pe4	11,663.98			11,663.98
juno1342dnj4mqgpm5zzsw7uzufczlaq742v4qhjmtq	10,499.82	osmo1342dnj4mqgpm5zzsw7uzufczlaq742v477zs6w	1,156.00	11,655.82
juno1ytcx9kertr27rwmmk7r0upf53kmvsxz70kk23t	11,651.97			11,651.97
juno18n8s344fyxjevxzzqgx024gjmansdfgtrg6ek8	11,531.26	osmo18n8s344fyxjevxzzqgx024gjmansdfgtap2j8f	99.00	11,630.26
juno1gs5vz3wwpfy34kxhexjf7as00sfmn6g3lutqqy	1,618.87	osmo1gs5vz3wwpfy34kxhexjf7as00sfmn6g3p4mt32	10,006.00	11,624.87
juno1a4z0wc53s5ycqrerujuu3z2xra2jryx7x2zcna	11,623.00			11,623.00
juno1qsndm44zccyjz4qj9h2e3pmw5r70x07tvxeamh	10,816.00	osmo1qsndm44zccyjz4qj9h2e3pmw5r70x07tj0fk2e	780.00	11,596.00
juno1t756fal0y63cdh5ly3lujj09s4lvqjnygdwsus	10,417.61	osmo1t756fal0y63cdh5ly3lujj09s4lvqjnyky7md7	1,166.00	11,583.61
juno107vjqq2g0ksant3ga08s6am7j9pk7vwqfml8jp	11,114.16	osmo107vjqq2g0ksant3ga08s6am7j9pk7vwqhj0vr0	465.00	11,579.16
juno1ta4fju044uz2zldn7yc0njmh96gtweymjluqhe	11,578.99			11,578.99
juno1pv8u5y23yq6kvqr4rdxx9hgcqz0dkrgvefxay2	11,571.81			11,571.81
juno1g692jde5e7nqpml4rmxgge22m3qvft8uewj6uv	10,605.42	osmo1g692jde5e7nqpml4rmxgge22m3qvft8u88z3dz	963.00	11,568.42
juno1vjmc7sjhjx2crn8gq8tpnjp9xfzmj77gj4q93m	11,544.99			11,544.99
juno1nw60aqwacg98s5eg5c6qnkc63zgj7kh3kku8zz	11,536.06			11,536.06
juno128f3fmsyan4sjzmx69uegjj5d3as66weejn0xp	11,516.00			11,516.00
juno13md86q6wxew4lypzrwlhvcz6k3u647d08pp5ya	11,516.00			11,516.00
juno1488v3y25jfvywgc20k0t9xnkk48lhhy26esh4w	11,516.00			11,516.00
juno15fxfy5dmq4t0c5jvvl7686cvk2zr78r46sj8lw	11,516.00			11,516.00
juno15hza55wzrt2zuxk272nek7m866l5mp7h7jyvn0	11,516.00			11,516.00
juno16e2ppfuazahdkfz8whmwasws744cdhlck5z5ww	11,516.00			11,516.00
juno17p459zjkxqf4yjn0ykgs6nu8ufwnkrcsgs23lj	11,516.00			11,516.00
juno18ennzdayt5958a0qda7prw04dg05zu3l44fc5k	11,516.00			11,516.00
juno18t39y3vxlwre7r0l9pwp964u8klxkm3sc8lznw	11,516.00			11,516.00
juno1a2nrs37umrz5r30dgv6g6qcksgcduk0yr6uq82	11,516.00			11,516.00
juno1aezm7tvvgcwq07cmfdyr4ujsggvgv6x5tun6jy	11,516.00			11,516.00
juno1c35mpyyxnuxh8uc8mcc2ryp4d2qrjfmqatrpl8	11,516.00			11,516.00
juno1dnnd8fjwp4zwnx2kktnh27507ft5ysq62htf8c	11,516.00			11,516.00
juno1eg2fxj2pkm3cez8fd6wlqreqtf39mtsyzq6wnh	11,516.00			11,516.00
juno1pwqt0h7a042dmm5qta6vcdxxcqq3frlq2hn6xc	11,516.00			11,516.00
juno1qtkjeyal0r6gw9jsc0j7kknn4j6g06vg2582w6	11,516.00			11,516.00
juno1rveclzlfeam5kz9luswek5ty3f86uleh6kys9y	11,516.00			11,516.00
juno1sah5fvjft7e60ufwahkv3m73r2uwm6qjtypmf6	11,516.00			11,516.00
juno1tcqyhrelf4tkh5dkpy8tsgnklpm2hjg29f2j7k	11,516.00			11,516.00
juno1tzn6yqdc3rcrzmqxj8drgl573mylpe459sr5se	11,516.00			11,516.00
juno1ucf9varl3xejjcle0svef830jx2tcyj8pvf62d	11,516.00			11,516.00
juno1uyyzd0p2fpegwjf29tcrydaw93c42ruman2wts	11,516.00			11,516.00
juno1v82jhav0zm9kw06u6jh2ku7e2yymmx23gktj23	11,516.00			11,516.00
juno1w7y4arj8vw9f72cuf8k385ydwlpp89cyxmr6ws	11,516.00			11,516.00
juno1ydek7qmncs2ymjquqr90dwce8h0rqljmym9dhz	11,516.00			11,516.00
juno1yjgzzznkukwlggf5ye04raaxerwg4awn29x0hv	11,516.00			11,516.00
juno1z0uddqaflwpfkzdfu26vcsx5dumftdh2xkvrlv	11,516.00			11,516.00
juno1z73qfjys6v8z96kcfjxgk3st0qad0xjwuf6n7h	11,516.00			11,516.00
juno1zeuw7enpl2uzmmgqxdu5jc2k0eaesgty5z9upu	11,516.00			11,516.00
juno19z2u5wr25q9el0pvx4m3x6ce5zrax36g8stfz6	11,514.21			11,514.21
juno12ncqyj4vvd7v424lmkzahzwxdgnfx8n34jta2l	11,503.47			11,503.47
juno1j8jd7tp68my4sp9jjulfwfprw333ck0eayyf2l	11,490.87	osmo1j8jd7tp68my4sp9jjulfwfprw333ck0erd5zm3	0.00	11,490.87
juno1qwypuls3nzxjh3ks46kgcp7yfzseegfgau5hmr	11,487.70			11,487.70
juno18a5wwnd93gpwelf5emtews80y3q8gs8dv02m3u	11,486.84			11,486.84
juno1qkmlemn5rwlmah6dd8yzahw4ak3mr499shwc00	11,456.77			11,456.77
juno1e8ck666s6dped2q0rhdepfxt3dkrck2ups6n5z	10,556.93	osmo1e8ck666s6dped2q0rhdepfxt3dkrck2ule2c9v	891.00	11,447.93
juno16792px533n9tqm4hgpx8hsqvxrss53976u9w77	11,444.76			11,444.76
juno18a6aqwqmm2ltfjkh4w8ya0z5yx5grra34fws2n	11,441.00			11,441.00
juno1c0alnmdraq35ds7v7k4fcm3322dx6v7ynp8dq9	0.00	osmo1c0alnmdraq35ds7v7k4fcm3322dx6v7ydghx3t	11,438.00	11,438.00
juno1w875kdjh3yxxdurrctu2ze7hjm8mdp9qszfzzv	0.00	osmo1w875kdjh3yxxdurrctu2ze7hjm8mdp9qwtefnz	11,437.00	11,437.00
juno1gw4hygq8zzhk0cgfkr9f23chgwmkcgwlj758zv	11,433.59			11,433.59
juno15qa47rt9wttr5m76eem5g83fygau9t3d8mkgkc	11,428.29			11,428.29
juno1yvsp4fvj6wwh9wwdqrj4l86nf2sz4czgm5kfwg	10,992.51	osmo1yvsp4fvj6wwh9wwdqrj4l86nf2sz4czg9axzlx	425.00	11,417.51
juno1e4rp9hrhxgw7gdtntvhrus2s0j6k80jlhkszek	6,384.00	osmo1e4rp9hrhxgw7gdtntvhrus2s0j6k80jlflqfgc	5,022.00	11,406.00
juno1mzk5077xzm36cw4wjzqesw0nf9udl52c0yr3sn	11,402.00			11,402.00
juno1upjh84nm03gp7kjgu24sy6qp6569vyqmmqrlqn	2.87	osmo1upjh84nm03gp7kjgu24sy6qp6569vyqm9fn53a	11,399.00	11,401.87
juno1zdx5xzs79tmv6vu2x3684l5q3jym8k673gglcx	10,122.73	osmo1zdx5xzs79tmv6vu2x3684l5q3jym8k670pc5fg	1,267.00	11,389.73
juno128s0628a7p8vntrn9lk2wtzmrzwf3vf3gfkmdt	11,378.80			11,378.80
juno1x68h9mgxsnzq9ewfyp43e7shg3xmkl4vwqepmy	11,039.03	osmo1x68h9mgxsnzq9ewfyp43e7shg3xmkl4vsff222	335.00	11,374.03
juno1n03w047aed8dwn5ax648wsgsz903ht2wd42z39	11,354.15			11,354.15
juno1ul6txezud763g848x938r8chp5kaz7ywsfr825	11,346.55			11,346.55
juno183nnun3xl7amzskn3apmnx7h6gwr427c2pn7gv	11,331.00			11,331.00
juno18y26gt56994yanj9092v4l4exf57zfvjh8uaxe	11,331.00			11,331.00
juno1wav9pnjeeq2e0fjgddlqv7pz2qctnge9zgcaym	11,331.00			11,331.00
juno1g3u6vkhkt96mkuaw8letmxz8f2679p5k9agqh6	11,328.63			11,328.63
juno1cvpp3z3ql6mhh2kt0am2den76cl36m9r63w0y4	11,311.45			11,311.45
juno12t85xnfv6kfh0ntk5cxjpxqefug4ej465t2xu3	10,343.35	osmo12t85xnfv6kfh0ntk5cxjpxqefug4ej462z6ddl	960.00	11,303.35
juno1qvmpf9y7g8hqu68f5mq5w9fkdkjkv5jw0uve9z	11,301.89			11,301.89
juno1r8vkcne6rfyey42gqnlxc65kpnga2nqng79udw	11,210.85	osmo1r8vkcne6rfyey42gqnlxc65kpnga2nqnkh4huq	86.00	11,296.85
juno172x4dzcn344ygl7ma2u096yk5r0lt8r5c6yfk0	11,211.88	osmo172x4dzcn344ygl7ma2u096yk5r0lt8r5xn5z8p	70.00	11,281.88
juno1nj78am6l5nardcmjuag4ksvq6qaytr5edjfr2r	11,275.39			11,275.39
juno1yr8fgts6d76g0u847zkng2e9l9nk4stwfm9tlj	11,273.14			11,273.14
juno1ruk0qeqmnz8sgwfa8q8an8hl0scvnsnhwfjwla	0.00	osmo1ruk0qeqmnz8sgwfa8q8an8hl0scvnsnhsqz9wn	11,273.00	11,273.00
juno1sghqztvgjv3ug6ltpvvwwyhpt35u7hu8x9skc9	11,271.91			11,271.91
juno1vm47td49lslp76yzhyel3wsvzvp5yea4jkk9ye	11,265.44			11,265.44
juno13wtuk2mpevl9vuzaf3886xqfuxhphhrfgyas4y	0.00	osmo13wtuk2mpevl9vuzaf3886xqfuxhphhrfkddmy2	11,244.00	11,244.00
juno1rt0x7matmh4z37v44st30l3428w2lsgd8xzqkt	10,055.29	osmo1rt0x7matmh4z37v44st30l3428w2lsgde0jt89	1,187.00	11,242.29
juno162s6qa5ztcjldtj8yng94ar2t6nsv22un4ne4h	10,001.00	osmo162s6qa5ztcjldtj8yng94ar2t6nsv22udurjye	1,235.00	11,236.00
juno16j3n74sezhparg6sm7xfzu5kdwxs4e2jx8nx8g	11,232.00			11,232.00
juno1jszuptlqguge7fp4z477lgj6ke07ukdlwpkmxv	11,232.00			11,232.00
juno14ad6s9kv0u4vqle0xprxaqkylj6fupqdvvhjer	11,231.00			11,231.00
juno1pvcn0jjv2mugdevlue9vj2ks7ryjgtcc82dyrw	11,002.74	osmo1pvcn0jjv2mugdevlue9vj2ks7ryjgtccera0jq	225.00	11,227.74
juno1gg2z2y3ncjwh0wd0q6e7tj2ecma04my0r34xca	10,004.14	osmo1gg2z2y3ncjwh0wd0q6e7tj2ecma04my0ac9dfn	1,209.00	11,213.14
juno1488kv08va80uyw3rqm03dxapmgak6mx4gy9gau	11,212.62			11,212.62
juno1q9snn84jfrd9ge8t46kdcggpe58dua82vnj7uy	0.00	osmo1q9snn84jfrd9ge8t46kdcggpe58dua82j6z4d2	11,174.00	11,174.00
juno16l5z80s2rhhys5jsmgfhujdld45trgnvzrau5r	11,119.40	osmo16l5z80s2rhhys5jsmgfhujdld45trgnvu2dh9d	35.00	11,154.40
juno1ljmpl32nz9hqp2gvyp4ggwkynm6qq7ss20pmzn	11,149.91			11,149.91
juno1ckz7wpkq23uhksm8u36erx39g9p643lywpzf92	11,149.15			11,149.15
juno1hx2gy2qnx7mf32cdc47nvmk2gvcft5s2phhdsu	11,144.24			11,144.24
juno1wu09ucy85vmn8hy8ps9pxqg8wxmr8508zn0265	11,132.66			11,132.66
juno1gluq7t59ed9nv4e0jf9xz5s5xz3pvgruzpp2cl	11,132.00			11,132.00
juno194swukntjr22803e7j73tssvcnrchpg3e223ah	11,131.00			11,131.00
juno14cfyqlfy2dxqas9jmt6x95dfwf5rv6sf3lq4sr	11,130.91			11,130.91
juno10u5apd40cdhdkx82dnlzequalul446r096e7yv	11,091.27	osmo10u5apd40cdhdkx82dnlzequalul446r0mnf44z	37.00	11,128.27
juno1slhgha46jpqm5qlqjueuzssesepng4uc3smfpe	11,111.00			11,111.00
juno1vjmgwcf23jj3qhm5gtuh97ntj0temr8350flmw	11,111.00			11,111.00
juno1396vzktm4nje2kzkhwkkdwvzaxr9tmrmuhyv06	11,104.83			11,104.83
juno10dpsc4n4zm5qx8swjre86s94g60wygs47akcv8	11,091.64			11,091.64
juno1nvn4sfc3r2d69c7v0j9v7ak87xepz9q5m52hep	10,050.33	osmo1nvn4sfc3r2d69c7v0j9v7ak87xepz9q59a6ug0	1,041.00	11,091.33
juno12zj672nek2fjrgsrje6dfje84lt34ycw78a8qx	11,086.51			11,086.51
juno1tjnqt66yrntppztazvn9xrx5unkzv230zte3hk	0.00	osmo1tjnqt66yrntppztazvn9xrx5unkzv230uzf6xc	11,081.00	11,081.00
juno12sk0xlr5krg5q94v8ryfatv4jjruy8ft2jh0dl	11,080.28			11,080.28
juno1mvk8603ksv5spt9epgruemcqdh3qruze8ls8ew	10,619.01	osmo1mvk8603ksv5spt9epgruemcqdh3qruzeekqvgq	459.00	11,078.01
juno1edz0jjwle27syxwr90y9vn40tt2g8wxanghj48	10,017.98	osmo1edz0jjwle27syxwr90y9vn40tt2g8wxadp8eyf	1,059.00	11,076.98
juno1tqdvlku97p88z5ndf3jz55vnccmzgs8jp5p49d	11,075.00			11,075.00
juno1nethnlm2j7k0vfreew973fu62s0xn8pujstzc0	11,074.93			11,074.93
juno1t0evdjwpx0yxnnl9ef05kxdq8f4vcl4ldgf8df	11,074.29			11,074.29
juno1ld06yt58zvraxggqlse9qgkydyypf374pwaell	11,072.70			11,072.70
juno12eqd4wlrh4gyjq7y695jmdtf9ltupxxelzs7ps	11,070.79			11,070.79
juno1umnap56vutsu88tylm3kgwyp860kj5cd0dfj93	11,070.46			11,070.46
juno1h0peva5u5gjea9l64qz99uexwvv6l42l8lvphn	11,068.58			11,068.58
juno12xlrsfte5c7x45qd88e8t7pv34calr59vqqfdz	11,052.51			11,052.51
juno150jkrlp53fqrj4kmzpk9pzk5geutekm65ad9as	11,052.06			11,052.06
juno160c4hf65fcxewuf7efhum8p78e2y9wz33c3k43	11,049.57			11,049.57
juno1eat476kg5se5s9szrpznc3sasuradjyhqdjlk3	11,047.83			11,047.83
juno17ygz3elsqxkysy3cu4eljzu02u5hh6uv8qrch5	11,027.05			11,027.05
juno1hxqengug57qylg076e38hmyxu5m47pfxzurfmp	10,010.00	osmo1hxqengug57qylg076e38hmyxu5m47pfxu4nz20	1,014.00	11,024.00
juno18sz50u30vfpf7lzdax3grekyn6snq0uc504d2q	0.00	osmo18sz50u30vfpf7lzdax3grekyn6snq0uc2x9xmw	11,023.00	11,023.00
juno1gemss7jcmvpjdnkqkhfp56jgwvfe6t884zhzgv	11,016.21			11,016.21
juno1skzpfpct5gcgw2ng3ue50pk4s2psv2kk4zp4a0	10,014.35	osmo1skzpfpct5gcgw2ng3ue50pk4s2psv2kktt37vp	993.00	11,007.35
juno1c0sgcfj6x4qh9wnz0ruzf8nhhfgpy6n80ujr8r	11,006.07			11,006.07
juno1rv52shjza8lv7pv4avr24nqpqmq4z90y5a33wn	11,001.58			11,001.58
juno10hy0x88mecgnqe0zzr6uqny8pe0te9fcwv62uw	11,001.00			11,001.00
juno1h6yyp8dgqs229z28mv20l73qsnu3jjy7werzdr	0.00	osmo1h6yyp8dgqs229z28mv20l73qsnu3jjy7ssnfud	11,000.00	11,000.00
juno1s9zlcrmtslsewxaa5gnc0tlymf0e9vmw2hnwzg	0.00	osmo1s9zlcrmtslsewxaa5gnc0tlymf0e9vmw57r9nx	11,000.00	11,000.00
juno13rhe9xthjyvcqd3xzsa7g8n5hwac3uymz0syyk	11,000.00			11,000.00
juno1c3vcjd6kr3wq75v979u36jgg8y3r6yqd6w55y5	11,000.00			11,000.00
juno1fldprvgm20tse9nqs4r3c4s9357mnev9ch43mt	11,000.00			11,000.00
juno1fq5rxcrlyg3pgt82hskuuac2re67y3x6mtqw89	11,000.00			11,000.00
juno1k0dksss83h0dyyw2le0hkqmr6y88am8t76ra0v	11,000.00			11,000.00
juno1mfpccfvyvf2qe3x692dpywrpnaajzmry27y878	11,000.00			11,000.00
juno1mgnmpr6y04xfxrnxvljr9d8cztw3tye0gg72fk	11,000.00			11,000.00
juno1vhqhhzd072pjc9htfp2ejw39y5xn6y3uluwm0t	11,000.00			11,000.00
juno1xz4jjhxu5yq8q3zewx82qhzz2hyh8a2fvr3rlv	11,000.00			11,000.00
juno1lqddp4q36whm0d3zna2kwa90pjrxa6a0pzjy92	10,985.23	osmo1lqddp4q36whm0d3zna2kwa90pjrxa6a0ltz05y	11.00	10,996.23
juno1h97mxhp2m2fxgsgzf9f5adpltk4vzk0tq37w8z	10,055.00	osmo1h97mxhp2m2fxgsgzf9f5adpltk4vzk0t7cw9kv	938.00	10,993.00
juno1554e0jfha2vjrn3npjtelavmv2s02h7gflwc0t	10,985.08			10,985.08
juno14axps0uedr5efnrngklfwd39jgzkx3ss3nejqm	0.00	osmo14axps0uedr5efnrngklfwd39jgzkx3ss06fe34	10,982.00	10,982.00
juno1aqlfe72nretynzfm63fy775u979a5u8jr7aaca	0.00	osmo1aqlfe72nretynzfm63fy775u979a5u8jahdkfn	10,961.00	10,961.00
juno1emdpggt05ppuy67v9mxyqrd8gy2kkk5r3wpj8p	10,954.92			10,954.92
juno1n9vfd26eslak2yk6dp6v29vjlcmc7j0secrs4c	10,043.97	osmo1n9vfd26eslak2yk6dp6v29vjlcmc7j0s83nmyk	909.00	10,952.97
juno1zdkfwthc5z9wd39fahh0uu5xyv80vas80zxx6f	1,000.00	osmo1zdkfwthc5z9wd39fahh0uu5xyv80vas83tkdt8	9,951.00	10,951.00
juno1j8ydv2cnxdu582ygyu65l30vlxhvlsyncqk6tx	10,847.00	osmo1j8ydv2cnxdu582ygyu65l30vlxhvlsynxfx36g	100.00	10,947.00
juno1kc5pq6kf9m8s2e8k4dfm2m3tdu6u75j6lvj3px	0.00	osmo1kc5pq6kf9m8s2e8k4dfm2m3tdu6u75j6p9z6sg	10,947.00	10,947.00
juno10l5wc0302t5rl3supp7km467skz0k4a5q9pp26	10,947.00			10,947.00
juno10r72d93uwd4ugeyatdrrvufeq80vrex6n2yex2	10,947.00			10,947.00
juno10xccjvhj4e2460gt49pzt49na9wyc9t8rm4sgc	10,947.00			10,947.00
juno10xqatnnrrqs45nldtxj4zdvn9rp5eaw0z9ls5m	10,947.00			10,947.00
juno12rl484wka00e2zlr77vkd33zpsxhqfegsem6um	10,947.00			10,947.00
juno135kkadpl5zq8kjklgy2ge2rgrt279lh7p5327m	10,947.00			10,947.00
juno1379vm20rs8mlcwsc8urfvjz97tmgmxurh63aau	10,947.00			10,947.00
juno13hejc62zaygdecgqssaj5t5z0fs9sjdx56tts9	10,947.00			10,947.00
juno1488848gd5jup55vt3rm7ew752aep4k5qlj4ul0	10,947.00			10,947.00
juno14a7jz2t5k2tz0tu3ce7hcnrgpdj09vcv3fnsgf	10,947.00			10,947.00
juno14fjx3c5ruurdtqgzps96sqegklrkshamq3zzdf	10,947.00			10,947.00
juno14jm2z0ruk5vr44f2m27ulje6ful0l5y50dtstp	10,947.00			10,947.00
juno14t3mz46apz934m59juprhygxz9qx09a9m70kaq	10,947.00			10,947.00
juno156uqgap7d94zaxs7ty2wcxuuhk04kqu2drk0z2	10,947.00			10,947.00
juno159mnrfz7a7mdn8ecvwe6y880jcw9ytkkh30nxs	10,947.00			10,947.00
juno15xtrx9yttre0k0q878d0njc7rttfqpfuwrdwx2	10,947.00			10,947.00
juno165nlvrcfn9eyerdy0w5vc3pkuasp7m8603a9dx	10,947.00			10,947.00
juno169g3hgkpws7ynxtrqgnj4wfx40ek57z7hvj8tr	10,947.00			10,947.00
juno16ez07y9saedze52fr7qazwvq2lpt93rltmhj38	10,947.00			10,947.00
juno16fam5z7h6ed7jyeczun60cskay76qcsjvt9q5d	10,947.00			10,947.00
juno16nq8d6teldz59tmdantnku7547wtn480espzpu	10,947.00			10,947.00
juno16q625677s7t6444mcecw2yz4zgvfx4vs3ncse9	10,947.00			10,947.00
juno17007sdnxs3tf4057j0fw3tpznqx0vzjat0sreu	10,947.00			10,947.00
juno173melym8yyzvq8ygax828udp3nc7rjztg6qhm3	10,947.00			10,947.00
juno17c365a4hu5huq9vs28q6ax8uj47zqj0trf05r8	10,947.00			10,947.00
juno17dayg5v2vhfnhczsyjwkn4t9ek79we8cadz7xz	10,947.00			10,947.00
juno17euft6s53xxpgn7n63swtg9nsr7umlmc5234mw	10,947.00			10,947.00
juno17f4sa27uh3uxnu8t27ye0lhzkx04qqpxwqdky3	10,947.00			10,947.00
juno17hw274uxfene4m8cvkupahkhj37thd93qr3snl	10,947.00			10,947.00
juno17jz5xpeekavh96fer2wxaya2gjapv5m622grfm	10,947.00			10,947.00
juno17xls50atekgt8ttd3m8mrhts9npv6gaqxl4qat	10,947.00			10,947.00
juno18ag8srcnmt0fqjr4qnm7jz55dsmctxd0xx6fm3	10,947.00			10,947.00
juno18dcxtdvd7aknf2yzjfmpph64jtt2u4slv7jpjw	10,947.00			10,947.00
juno18k8aqkwl4zsa4rdw67v5khf8e4x694v54jjneq	10,947.00			10,947.00
juno1ajdu24lmnyhcdsjx6vw9lw8vekw2yqeu5563py	10,947.00			10,947.00
juno1al527kzge9yf2ld5em8ln5e3xzd9jgp9rsm0ya	10,947.00			10,947.00
juno1c0v7m74n3kfvr44haew7pdfehu38y6swprjv6d	10,947.00			10,947.00
juno1c6fgjydf8nrtqdevt5jhmnm7706u9tqjxpyqmt	10,947.00			10,947.00
juno1cdqtge3pelh5c73clg44w95mkr4g86has22xqv	10,947.00			10,947.00
juno1cds9fdym40240pxwj0s74y59jugrj963d2qg3d	10,947.00			10,947.00
juno1d9t7yecf5mc7582p5gy65vhjrqu6x7u3qf3443	10,947.00			10,947.00
