JUNO Address	JUNO GLTO Amount	OSMO Address	OSMO GLTO Amount	GLTO Total Amount
juno120uyhkaaut99mlckjqs7075600zx56nena0cdz	15,000.00	osmo120uyhkaaut99mlckjqs7075600zx56ned5lnuv	28.00	15,028.00
juno1hd2gy53k6vfvhpf0wz3djxhsdnyw22d9mle6hk	15,002.50			15,002.50
juno1eewjvdgt8enmcpjlp65wvp6xl6khgzl7y6syvx	15,000.00			15,000.00
juno1xmkq396sjsy65nu8mne4dzecd60f4ws39rz9vg	15,000.00			15,000.00
juno13qs4pjwj39psg3fdmmt59hkuw9efqrtjwqq9eu	14,988.00			14,988.00
juno1jkl7tkgaq5vky4dhafyrvqzjtxhtcvj7u90kta	14,987.33			14,987.33
juno177epemfjfz65j8u0dfy79953k8myw8fcyuhdvt	14,079.33	osmo177epemfjfz65j8u0dfy79953k8myw8fc648xa9	901.00	14,980.33
juno140stnqge0vcwmve8g0q8mptzk0ufws5zpdfq6m	14,952.00			14,952.00
juno1pe044reynfzlp48z55nwmrte2xs8qgq5chexan	14,930.86			14,930.86
juno1aq4j6gz0tcj039nn74pdfefgksnqlld08auds4	14,918.33			14,918.33
juno14maa2kdtcdctlhl36cfszv5ypwswuup3g5tknz	14,908.00			14,908.00
juno167rehm38nkhtjh35rrd9qevfp0948kxztnrmh5	14,908.00			14,908.00
juno1f9cz2nefyfr2c9wjvkyzkuddn7x5fjlhgz6kaq	14,908.00			14,908.00
juno1kkpa74mvgjap8gkz4wh4pqzsng3j4uthxvxl4w	14,908.00			14,908.00
juno1tccsy053nry9g9aaf73gucg6vrh8y0wlgepvt7	14,908.00			14,908.00
juno1tqfkau64cz6u42m47kr6runyvfl44e4stt0cuw	14,908.00			14,908.00
juno1w4sqg77epmduxjf773f5ne2wtx4rghs5jzcfee	14,908.00			14,908.00
juno15vhalwk5m77uql6h664xckrzak5g6rkrxdltwg	14,848.99			14,848.99
juno1xufmktj9k6zx9h3va3cnwfu5f2pfjfcs7xd2yc	10,947.00	osmo1xufmktj9k6zx9h3va3cnwfu5f2pfjfcsq0ap4k	3,839.00	14,786.00
juno14t9g4fhauaxwwt2ec8y3zk3vsxv3p5ua36stz6	14,357.20	osmo14t9g4fhauaxwwt2ec8y3zk3vsxv3p5ua0nqqn5	414.00	14,771.20
juno173k74w7c3pd9yfjg0mervs6kmcmelyr8s6a5tw	14,746.94			14,746.94
juno1cn9tlqutcz77l34e2pnhtuszd0y9thz8gf668v	14,671.00	osmo1cn9tlqutcz77l34e2pnhtuszd0y9thz8kq23kz	37.00	14,708.00
juno1y847jlw7zruq68c30uf749wd0pvtjvvyrcyrxz	0.00	osmo1y847jlw7zruq68c30uf749wd0pvtjvvya35ghv	14,691.00	14,691.00
juno104v3e5ydyszf6t0k5hsgcqw2hhpvekvjdp66y6	14,691.00			14,691.00
juno10vtg6h9wrekrjrexllj4k4murs8dss6cjqjstf	14,691.00			14,691.00
juno128xghen2lcecud0sltcr45clxy5twgqsymumk3	14,691.00			14,691.00
juno12fj5c2muxm54pamwljy7hpc37ghxltx6ptwpn9	14,691.00			14,691.00
juno13uup3md785lsd74aws4hx2et052mferwe620v9	14,691.00			14,691.00
juno140z6ekakklp95n8wtnepqk4rwrkc8fhq968dpp	14,691.00			14,691.00
juno1424u2qwgkjtgvg4lvk2sh2vfd75v25p854295s	14,691.00			14,691.00
juno142zrdg7e8spfgypz7xhkry65mkuw26ltzmc8dr	14,691.00			14,691.00
juno147zw46lceqvcez2jclaxvgtp9eszpvhedn6e0q	14,691.00			14,691.00
juno14d9dwnz385etauwrkcrayqdpps8g3vh3389s5k	14,691.00			14,691.00
juno14eflcqm6rzlvauwdvw29gg2vqjmddn090hzxt2	14,691.00			14,691.00
juno14lpdl4clzutm5asxmgt83tw80ju2vlgzuzklhl	14,691.00			14,691.00
juno14q60cfz4nm52wru8ue8r3vl9f2v75hj8pslddp	14,691.00			14,691.00
juno14z0djyy7v8xkteh5lash3tx9svsfzzavc9rv2z	14,691.00			14,691.00
juno158m9p5v6vl458lumpxtutrj2m4zy0m3dx90kyp	14,691.00			14,691.00
juno15923qepy3f23els4kqnfhxr3ye89rj3x8yfryu	14,691.00			14,691.00
juno1597rd825lnwfzruh7jy7zrud662t0xq3tzcwfq	14,691.00			14,691.00
juno15m0ecmh7mplgqjlwmdxqyd56482zd47lgjg6dc	14,691.00			14,691.00
juno15u0eghztgv3jkkhf6hterf397mjss9nc348flr	14,691.00			14,691.00
juno15ut3tn7twxtwnnv4r7fqvmnxhy2ynp39hnfswr	14,691.00			14,691.00
juno15w48fcnndw0ygz6due737udnkc9cfeffhl2pn6	14,691.00			14,691.00
juno15w9y37qj2wfvgz3f66007j2v6vajls5w4qj0h6	14,691.00			14,691.00
juno160mmugczxuzzat5lwu6h2cxm9a0anthnh75v2e	14,691.00			14,691.00
juno16cqwm38yhwggwt872swg63jh5vltd0fvfwmrvj	14,691.00			14,691.00
juno16s4vf0qp6c8jpyzr9qe28nc7fkhehmmr09qx4z	14,691.00			14,691.00
juno173atdmc8vtx6skf582jy9zunz2qysgfunv4hxd	14,691.00			14,691.00
juno176cp26ck3mrqnrdvkn6sm7arn3ahc8qe0jf0xg	14,691.00			14,691.00
juno17mpc0jfq4fddcru8kxpxwkladdq9rqv4epjq82	14,691.00			14,691.00
juno17qt5lnas5p44sg8kqgrksv5cpwvlee4mpm098p	14,691.00			14,691.00
juno18cy4nxpk6fa3wraumu952ezzfataunqsh6vykz	14,691.00			14,691.00
juno18euqpcp4pes69m64640qefwy30dj8tt9j2pfex	14,691.00			14,691.00
juno18jvd6easynzqlp03sk2h0aux6kuv38k54q6n0f	14,691.00			14,691.00
juno18npp0s2tffdx29qc0wrw8d48xrgcx2apcgwqtf	14,691.00			14,691.00
juno18qjdsfrf3ahc40hpvw40typ04yj8wnh5k0fhzq	14,691.00			14,691.00
juno18rhhhf4e7fcucfrh0xutw2395rdzezvytlvh9k	14,691.00			14,691.00
juno18y53njs6qp3ex0k724sd9mfsjftxet9rvrte6y	14,691.00			14,691.00
juno1938m38fdan8vwxr583lqzcx0xh5rdtakaw3ce6	14,691.00			14,691.00
juno19kk2gcxyhp9qe8nrldctdjqygevqa3hn5wgreu	14,691.00			14,691.00
juno19l9mwm03xwgr0entkf4dt9wtpzn28q3mcky5t9	14,691.00			14,691.00
juno19qc25l2nwztml9nvhqpg7y55420uvg59jwqwds	14,691.00			14,691.00
juno19rzn6nsfpujz0dypldulv798rkh0ng8dmr7y3m	14,691.00			14,691.00
juno1ack7w9dy87e3zw562nc9dz364r6gvamx9hnhjq	14,691.00			14,691.00
juno1ayx8cwmmt9h877785j8apkw6043sj9q65lv32y	14,691.00			14,691.00
juno1c362wx6uzfuncgm4t0rex675pzxq7nmp8mpafh	14,691.00			14,691.00
juno1cag3lh2x35m5e9qdphmfdgc0p93g6mssmjvxt0	14,691.00			14,691.00
juno1dt93l3qgmhhlp97srjyqyendrgu9nx0s0quqjg	14,691.00			14,691.00
juno1ecrdn70r0vzak6untkdnhlnszxp6lxkxy9r8ze	14,691.00			14,691.00
juno1eff0rr0ptx4hvc3cnwvm5wween82pe4hx8vg89	14,691.00			14,691.00
juno1egj99ytf390kuek55y00sefcxl7re0pju8z3zh	14,691.00			14,691.00
juno1eu43jqq7hv9sugd7endlu3u9mg6ktyygsul757	14,691.00			14,691.00
juno1euxjas8u76l5erg9htch7pjv3lyv939tj7ddm3	14,691.00			14,691.00
juno1f42g6asrdyyxz43tpw63u5e7aym8r85w6lfkws	14,691.00			14,691.00
juno1f7sas05lf4xt3vkm4e850mfd949xq9elqahjvz	14,691.00			14,691.00
juno1f95ykqjc4gl5awnzw6593ygrzmrgs3ekj6szyj	14,691.00			14,691.00
juno1fdnnea4weq24avffz9kknddvtyt6a8d89u47m4	14,691.00			14,691.00
juno1fnukum7q4q8y939v90vhuzheeeudh954rnp78y	14,691.00			14,691.00
juno1ft9nltwr9dlcqj7p8k2wfcqzrdw8jy6v6fpszh	14,691.00			14,691.00
juno1fvupuuh7aclf7ylary369rngt47lpw86g3gpcx	14,691.00			14,691.00
juno1g8g8kd24ysq73tmzt6u3uuv7qyx7wztpa4m0eh	14,691.00			14,691.00
juno1gmjyf9t8z8p0mhp26fxej67l56rgvgxjgwxdql	14,691.00			14,691.00
juno1grd98e8y3890kvzmjjeejlycka8dz89w43w2r9	14,691.00			14,691.00
juno1gvdnjz73hdx5jyudkudfu8tcngjx7upw4v2c4m	14,691.00			14,691.00
juno1hc54kmcfv7f2jeyd32v5wxc2vvxk24j9u6ldyl	14,691.00			14,691.00
juno1hw5xnhaxnt7y6e9xx5phl56a8qe5nyy0s2945w	14,691.00			14,691.00
juno1j5n75yls5aun28eu02w2hdthmtx29pvexk750t	14,691.00			14,691.00
juno1jc9ugmdjygpfcrw50mr52p3c0djteday9sayk3	14,691.00			14,691.00
juno1jgagd8qqsla7nd4kparf9p5cetgj5ucwwfagl5	14,691.00			14,691.00
juno1jknnlv6d68t0h8wyjx05k7drc2elfp8svhherh	14,691.00			14,691.00
juno1k0vcyy679qcvcjgq8cm63ahlxv88fg0urpcuyx	14,691.00			14,691.00
juno1kcj78hhd9qq9dcgh5wydv4ksdudpdmc99qnrq0	14,691.00			14,691.00
juno1l8srjzctymy3v2046ccegm5jxgg0xpt3k2t3rx	14,691.00			14,691.00
juno1ljfjvdg0hps4ysqtckmx87w3hrwv54knncdx8l	14,691.00			14,691.00
juno1lv9a794ezpqn23k0qjja6p9z5c7tjyd55wqy0x	14,691.00			14,691.00
juno1lxptmy60dpjn2wck7lrseg90krh30drs63ar76	14,691.00			14,691.00
juno1m3tksyqwfegsm8u28k9ekyj60yrtjmcdvjhyem	14,691.00			14,691.00
juno1m96c3hrjsn5dvnj04qn2x9wlnd3qay8nnuagp2	14,691.00			14,691.00
juno1mrm47n7v5ehktslprgahpuqzdj8scklxxh458a	14,691.00			14,691.00
juno1n9p5xmqwna44tk84z7fang39lypxzu72rkgdpf	14,691.00			14,691.00
juno1njusvz6kcg2844cpuetke5yghjrp57uy5a0ru5	14,691.00			14,691.00
juno1nztej0mqkqz84cxhw4mdrax9a2qqam6tstc20u	14,691.00			14,691.00
juno1p5ks0hhfpda4j2yp2nfuk3dukyxvhtnp4hkud7	14,691.00			14,691.00
juno1pmaltcu0x97x8j5klc8xluaapkzcvztcxtm7z4	14,691.00			14,691.00
juno1psru7urcynau3tslyme6xx5d9dfuwlwjfavqw8	14,691.00			14,691.00
juno1qll2f9hqwzkgywg3qhdv5jmmyvtf0dcm9sgufs	14,691.00			14,691.00
juno1r0gt0ngrdpkujucq7xmfslej6gc0nkcwhyg6uh	14,691.00			14,691.00
juno1rl4exzwq4dvgcwyljtc7qqdwxnyvy9j3ecgyu9	14,691.00			14,691.00
juno1rqd0wl48u6nu5622r7h5t4ca58g3j3u2ralvav	14,691.00			14,691.00
juno1rrrmtxt8gxaxt5ffrvnusm7hrq0ul2z2xxnd4g	14,691.00			14,691.00
juno1s2a7rckcky6jmhncxwy0xtwf2ymg87purm9fme	14,691.00			14,691.00
juno1secx8cx8uu9fx6rznstjn5qcvjxd8udk3kjzph	14,691.00			14,691.00
juno1spfkq9peudcnee8wqa4lm6k890cy2rkhe8nstl	14,691.00			14,691.00
juno1t8nx7am6832pqf7r6khhdn6wemvjwculmh4lta	14,691.00			14,691.00
juno1th5sj8hqhqwsp0x2erd7w7lqngtnmggtkrkkq8	14,691.00			14,691.00
juno1tngxjrvvjueqyxk5wzr8c6l3scwm3hyxfuau63	14,691.00			14,691.00
juno1typ45xcrpnlt2j5rzc8pmhfp4u6pglm0744fvj	14,691.00			14,691.00
juno1upuf68auzpay33pzya7k0xdkn95ykceq94rv25	14,691.00			14,691.00
juno1v2xh06d7jywnnrhu0shyfejn7uff7l4nakmtkj	14,691.00			14,691.00
juno1v9letf3sv59ax9xxsttxk5cv4yg8u8w066rtdh	14,691.00			14,691.00
juno1vdzht4ps488szjcclzw7xdf39f42tey6uynxae	14,691.00			14,691.00
juno1vpptnnu8lrxcmtq6f3s8x56k2w23h4fwr0vl8j	14,691.00			14,691.00
juno1vrrj4kw52kchqzgzpn5zw46dha2cdp6hy8p93j	14,691.00			14,691.00
juno1wde0zymveww6030eaywjc3cm7nzfjfyhhv3g03	14,691.00			14,691.00
juno1whqmrydf7qth2lqcnupfa0yzhxsac8qzxgcs5m	14,691.00			14,691.00
juno1x2am06w9g5upzlemz2p87w4254xerm522udnxj	14,691.00			14,691.00
juno1xjvte23d8v03nwryavn7akqvqlvd3e5hh8qm3x	14,691.00			14,691.00
juno1xwszhh663ymaup824ufcr0d33v6jqznzhvn6x2	14,691.00			14,691.00
juno1y3gjlu3rskpqghcrmt9l3uf2ytjzwah43nxj8p	14,691.00			14,691.00
juno1y9q6wk6r502jla3gz47wvgphu88pjq8cr76xrk	14,691.00			14,691.00
juno1yc4j8yw2wh2fcq3k7zsvntysggd93lhm8utkp0	14,691.00			14,691.00
juno1z9vvzlmce95ph8zm7g3zmd28tsgypu9gzupr68	14,691.00			14,691.00
juno1zglqap7w6mzydejmhsakz4nvs4qkp73686ml85	14,691.00			14,691.00
juno1zq3xf8d7rjxc9hwu5jfwnqeeh8rsjj3xzca9wv	14,691.00			14,691.00
juno1zrlvslywrvvaafxzthclfx0f0emd496w0rtrtk	14,691.00			14,691.00
juno1fapqgamx3c8za8d3z56sydjtjygyu0lyt4a67n	13,483.35	osmo1fapqgamx3c8za8d3z56sydjtjygyu0ly4ud30a	1,179.00	14,662.35
juno1r0hv3p0zx26hn0fs2l2h8rmjcpfu0lna9vpag4	14,655.00			14,655.00
juno1vahk5t3j7gyvj2jqxdpyanx2j6y3xvsygqx7yr	14,655.00			14,655.00
juno1h34grq2mcejdzk3l26z6gncn27x8gx32pf57aw	2,640.00	osmo1h34grq2mcejdzk3l26z6gncn27x8gx32lqy4vq	12,000.00	14,640.00
juno1y8lgme4d47nfnevhkwvyx0wd33zhl7uncrlt5l	14,552.00			14,552.00
juno1vejnykpj9ft6fjqgjkvgl8sg4uv5dzxpw5ccyh	11,500.00	osmo1vejnykpj9ft6fjqgjkvgl8sg4uv5dzxpsagn4e	3,037.00	14,537.00
juno1t52793w5rr8z4c7yxwjrqeahrp8cckl28hfut5	11,105.67	osmo1t52793w5rr8z4c7yxwjrqeahrp8cckl2e7eh66	3,402.00	14,507.67
juno1phhw9jnkhkyma7593g80q38xt5dhwmfsmrntsn	1,321.00	osmo1phhw9jnkhkyma7593g80q38xt5dhwmfs92rqpa	13,179.00	14,500.00
juno1q6gs5tvz26z3lk9arq2x6j70u2zjawagzwsu0n	4,494.00	osmo1q6gs5tvz26z3lk9arq2x6j70u2zjawagu8qh7a	10,001.00	14,495.00
juno10r59x7k8aufsjxh3lgl5c2jxc0rdq63fwtz74n	14,458.25			14,458.25
juno1vqx2va4vs3phme8tay9k4qppjt4zf90xju0k7e	14,377.05			14,377.05
juno1yt8jd7695ynmrpsfjuccl7vsvxhdj6yhwzarwv	14,360.79			14,360.79
juno1e5rpaxhnmqar5eucs4r58ew0cv3u9jve0ajmae	0.00	osmo1e5rpaxhnmqar5eucs4r58ew0cv3u9jve35zsvh	14,312.00	14,312.00
juno129sc8wmrtmsaf6qme56y7jd49cldhv9nnmwe4r	14,156.00			14,156.00
juno1ua885geuxsdlegrtkl3qp0gg003sdvljqy4gxx	14,156.00			14,156.00
juno14f8c2w44twhtjd49h0ys4r887m4ks2mgsujks7	0.00	osmo14f8c2w44twhtjd49h0ys4r887m4ks2mgw4zaps	14,122.00	14,122.00
juno17ece6mkklwpv5fxec7l882nzmt0l0tjeh9gwsr	0.00	osmo17ece6mkklwpv5fxec7l882nzmt0l0tjefvc9pd	14,122.00	14,122.00
juno105zfeugf9n39gk2xnunknqzdqyxlarh7tggvpl	14,122.00			14,122.00
juno16dsge2akudmwjx66e43t9vgh27j6pv76t63s78	14,122.00			14,122.00
juno17ry7yg9d55sjrtdh04xe7p723p9ckl2yenvpkz	14,122.00			14,122.00
juno17srp4ttmzn5pjarhlw9av9g0znf6ra2ss0lpjq	14,122.00			14,122.00
juno186hff5xzsd9stm4flvcvlgrxwcsvjfd8t3lkf8	14,122.00			14,122.00
juno18sk33c24845k5vyl5rykdw829x536fkwdlx403	14,122.00			14,122.00
juno1934lz2dfs4qs5pmrnrm064hsp33n2yfuawas40	14,122.00			14,122.00
juno19q00cajdchp23ftvj2rmkg83jvffh3zjavay44	14,122.00			14,122.00
juno1am0ja7c9978xkl8aagmpn57zwhaevmud6j0jef	14,122.00			14,122.00
juno1ckdy0jxek92rq4r9n54qcgdslhcc7pdy6x6jfa	14,122.00			14,122.00
juno1g4m53mpcjn9w7kh3v8rmzcgjcqftlpx7r6ucyf	14,122.00			14,122.00
juno1gqefpgpvyhhpk6yep8kqkurqve63dx9j03z5pk	14,122.00			14,122.00
juno1hev6muhpu0ynuk829fqftr3jhnuvcwvnk74akr	14,122.00			14,122.00
juno1hqxz2vtyd8yexm826rwan9tdmyfd5lxqurky0s	14,122.00			14,122.00
juno1js4f9mnjastquhcnpq32yzrlj2da3ygc45a0pp	14,122.00			14,122.00
juno1lym8a6gkr62hqdyppl89sqz9fmmr6yzfqgw22x	14,122.00			14,122.00
juno1nl0st3m9mpfkdm73969hmwf6q06gnlfghjx9ls	14,122.00			14,122.00
juno1pdevjzy2phz8guvluqhdh20hl7a6c25scp42fu	14,122.00			14,122.00
juno1ts4n3vuadqt9xjh7uh00nwcjqpzsmut5klwhhq	14,122.00			14,122.00
juno1w0494h0l4mneaq7ajkrcjvn73m2n04l8d5aamy	14,122.00			14,122.00
juno1zgsf2996vlht66cvd2gjag9e27fhanqt92avpw	14,122.00			14,122.00
juno1zu63qhtd0fj9q7msad78dvfczksz3820358jvn	14,122.00			14,122.00
juno1yhkzamcwhn7v590x8ezjterj97vl5vtqq3edx7	0.00	osmo1yhkzamcwhn7v590x8ezjterj97vl5vtq7cfxhs	14,077.00	14,077.00
juno16n6klgn79dvey5mc5k73tvtm9nn58r77zeuuaf	13,849.12	osmo16n6klgn79dvey5mc5k73tvtm9nn58r77usvhv8	224.00	14,073.12
juno12wyh5wdaq7ej0tz5v8nkkgauz8cvlcdfewm2tg	12,172.61	osmo12wyh5wdaq7ej0tz5v8nkkgauz8cvlcdf88tp6x	1,885.00	14,057.61
juno1zjtvs7na8mck7l2cyhdt8cnz2jzusxtd63lu66	1,387.56	osmo1zjtvs7na8mck7l2cyhdt8cnz2jzusxtdyc0ht5	12,669.00	14,056.56
juno1tuez7j2yk7m99x8jgy9w0mdm4nf44dxjuzxfmy	0.00	osmo1tuez7j2yk7m99x8jgy9w0mdm4nf44dxjztkz22	14,056.00	14,056.00
juno1dsrt9h4wjqwuv9wc02jn05qmr60thap8pvct27	14,028.59			14,028.59
juno1nckqhfp8k67qzvats2slqvtaf3kynz665te8xf	14,006.91			14,006.91
juno1ayy8knfdhepp2rws2m8kq5jzjm67fsyl55ww70	14,003.28			14,003.28
juno1kkv402z0nxtf0qvpk3m4s0zjh0ltwv66zcc6u0	61.00	osmo1kkv402z0nxtf0qvpk3m4s0zjh0ltwv66u3g3dp	13,896.00	13,957.00
juno1jhymkcjl2sf6ua7du0req5sweq7r5wnjzm6vhq	13,939.38			13,939.38
juno1nr90w6wzm3ljxec5pdllpcr7jru363v40ey2g9	13,930.00			13,930.00
juno1sc9h4dlftwqv82utj52xfgrv0xevuwngtlg9v7	13,917.16			13,917.16
juno16n0cvw3d42f63ee9j9y9mpq9r449cwnvjgpchp	13,125.33	osmo16n0cvw3d42f63ee9j9y9mpq9r449cwnvvp3nx0	779.00	13,904.33
juno1h35vyx2ey2z4p22nj9cvwwtputyup52757wu5x	13,876.64			13,876.64
juno1hr99c4zktlxf3kzjzh50sa5fjym2qjpqja5cz3	13,868.91			13,868.91
juno1gq6pd9q8px97720arytdngc7zhyrxp4xr3tggf	10,001.00	osmo1gq6pd9q8px97720arytdngc7zhyrxp4xacmre8	3,861.00	13,862.00
juno1p3vrtetzr350w0w9yh5cvq2fpa9hjqal6y962f	0.00	osmo1p3vrtetzr350w0w9yh5cvq2fpa9hjqalyd43m8	13,834.00	13,834.00
juno133v4j6vf54xteakkwkd7wu7ctjxv38emyr4226	13,819.84			13,819.84
juno1wwysd0fws5kg7lq3s50g2js69cdlwmk75hnh9r	13,807.95	osmo1wwysd0fws5kg7lq3s50g2js69cdlwmk727ru5d	4.00	13,811.95
juno1qc60ztmn89hzn9w8zxd77m7lcpygcjdc5yqka0	10,001.00	osmo1qc60ztmn89hzn9w8zxd77m7lcpygcjdc2dsavp	3,798.00	13,799.00
juno18fsdl9jzhs78p3rmjyf5vyejcjmeffsvzcg6gq	10,841.07	osmo18fsdl9jzhs78p3rmjyf5vyejcjmeffsvu3c3ew	2,876.00	13,717.07
juno1twjw92j5nndjnlzu9kh6z36ds5z5rzgelpw5j6	13,481.33	osmo1twjw92j5nndjnlzu9kh6z36ds5z5rzgepg7lr5	235.00	13,716.33
juno1wzzwvazhcvqutgu9wx0dggjtaaama5vkcnamm4	13,481.33	osmo1wzzwvazhcvqutgu9wx0dggjtaaama5vkx6ds2m	229.00	13,710.33
juno1j5l0tg7nxjj84hnkyyywph2avulyzyshenlryc	13,481.33	osmo1j5l0tg7nxjj84hnkyyywph2avulyzysh860g4k	226.00	13,707.33
juno19wzyy60k7d2dnd872dlfa556ydw7ctyqscaj5c	1,138.00	osmo19wzyy60k7d2dnd872dlfa556ydw7ctyqw3de9k	12,556.00	13,694.00
juno19ta39q9cr0lpl573a3nu7fy66g2m4qntppvkn7	13,690.58			13,690.58
juno16pfkyl4a3uq239hr5cleje768m4nmnxth6rfjv	13,587.00	osmo16pfkyl4a3uq239hr5cleje768m4nmnxtfnnzrz	81.00	13,668.00
juno1dgmmfk3uqa9xj7u0y3rqe6xf6ur2q390wtppu7	13,646.97			13,646.97
juno1fcamvvfm3s6hvvnvkj8tkteacdyg3xcemglz7l	13,520.68	osmo1fcamvvfm3s6hvvnvkj8tkteacdyg3xce9p0f03	124.00	13,644.68
juno17gdg8l8llr53nykezlxv6hpds3nhgr6eqd7myz	6.77	osmo17gdg8l8llr53nykezlxv6hpds3nhgr6e7yws4v	13,608.00	13,614.77
juno1g0ezv8rz38psvuguy2w5rgngpkk3cyxuls40em	13,597.42			13,597.42
juno1du6s8f6jfhhtx8l4gg40remxmnad6cq8qaptd5	13,587.00			13,587.00
juno1e5x5f27aczc7zutn7rppm99ny8pghs0qdy6aqz	13,587.00			13,587.00
juno1ezsukd5u8w92uxhtktdmamzvm7zm5yl40f0twr	13,587.00			13,587.00
juno1fhh9p8cs6lej5wsjrk2066ep58xt73ksu5an3g	13,587.00			13,587.00
juno1hs9f9ynf3r69wlvsp5kl9naduymdcyuh533prl	13,587.00			13,587.00
juno1jevdtc4ev3r5gys6a8eg398s636t3dwuv44sk3	13,587.00			13,587.00
juno1nr2r4ecseprxxegx9hw9aeh2h02zrp8awg4ujw	13,587.00			13,587.00
juno1s73lgmac33rqst3ul47ef3j7nqvakxt5yw5d5h	13,587.00			13,587.00
juno1z2saa4qfjuusa4v35hqptjatcvunujludrushc	13,587.00			13,587.00
juno17guyrfqplultaaw3ad7m0s3ggrmactyw7x2arr	13,579.41			13,579.41
juno1dtzvlqut3yqhe5jv7pj05z2lqxhfqt74lacp3x	13,561.96			13,561.96
juno1r7mul5yxz4e44dlxm0s5r894g3y2tkkqkytpcj	10,330.33	osmo1r7mul5yxz4e44dlxm0s5r894g3y2tkkqgdm2fu	3,136.00	13,466.33
juno1rzjy0t4rvhxrqgu809680jjwv2ej7zr0t5p463	10,158.23	osmo1rzjy0t4rvhxrqgu809680jjwv2ej7zr04a37tl	3,308.00	13,466.23
juno1f9ukp5anml27kzpy0ymahgc32p8rdpttmtctcg	13,382.33			13,382.33
juno1uh2gxycd8zf3vharxfekhhu0jddstw4xtk4ued	13,370.56			13,370.56
juno102772k62jsx0l7p05w3d3uxjs0sdcfs79cdmj6	13,370.00			13,370.00
juno10a6cstvm7h4cxm5z9mgexljgtq2v4j9ez26wj7	13,370.00			13,370.00
juno10gyv2nvldyt6dap4rz2y4kg7nx0ny4jlp63659	13,370.00			13,370.00
juno123txn8maeewuyjnd9y50rh40whnhmckxhhr53t	13,370.00			13,370.00
juno124maqmcqv8tquy764ktz7cu0gxnzfw54qhmq9g	13,370.00			13,370.00
juno12eedqrmxxsx4s26yzeqs36se5dwwg2tcgx0qkg	13,370.00			13,370.00
juno12prnr6vvgr9xhkkrhzvzj7aktw9dtfwukls7rh	13,370.00			13,370.00
juno1340sm04hj3mjk39rp96gzzxprwjdpvx9km0uvn	13,370.00			13,370.00
juno142xxpftsnkm9wap3zpsv3pemp4rqr30dglrwhr	13,370.00			13,370.00
juno14mfnmk0m85vm442jaw3p7zuc0z33cr6x4u3c3a	13,370.00			13,370.00
juno14s848xyggcwnlnphrepfjk8z2w0fnpytwaszu3	13,370.00			13,370.00
juno157xvx4cf4pf0293jw52694vrmvrre3khwlyvgq	13,370.00			13,370.00
juno16qw7qznec53t0mgnm8n2nqhurqyuy483fy9lgw	13,370.00			13,370.00
juno17aq3d97lep6t5ftq8dp0ad4pc72xrhzste8tgz	13,370.00			13,370.00
juno17py8gfneaam64vt9kaec0fseqwxvkq0flmsmhg	13,370.00			13,370.00
juno185zc69a5ksr7sxmnt0wmzd29t38052wvu7802x	13,370.00			13,370.00
juno18jlkmt8dyl5c43ljdvjnv29urrn2x4rkcegpnd	13,370.00			13,370.00
juno18l38shwyk7r8tpyp5qggjfw7hpa6ne967mn3fe	13,370.00			13,370.00
juno18p8qe7k3ur0ak0xavc57h2nwqndtl8vlzmlsn5	13,370.00			13,370.00
juno19cgakkdkknz2z687j28x09j05mg86hxdarc2kg	13,370.00			13,370.00
juno1agu64utfh5arkq0aew9m7l054dafcvd7tlkqg0	13,370.00			13,370.00
juno1ahyljzwv7lrsrq5842kxjrrnaeeen7exxtpyth	13,370.00			13,370.00
juno1alnkrmr6we5gmqjslcd4msc9z053te4h4wtsx8	13,370.00			13,370.00
juno1alwmcqg2ec9ketx6dnjy05xjluf6zqhsmvv9zz	13,370.00			13,370.00
juno1am25g8w9p9kfygl7cmlph4p5zfljlgsw9rx86y	13,370.00			13,370.00
juno1ampnwsd004nq3kw4jrry3syqvu3hnqxe390wzg	13,370.00			13,370.00
juno1apdz8hs3vmjka2fdvcmj2st3xp4ngxkrm30ls4	13,370.00			13,370.00
juno1c2zunjn7ynp7qtz0xf5j83pmgl9vwrx8kxsjvp	13,370.00			13,370.00
juno1d7x487deav23wghx74e4mw0dcrdumh63x09kpn	13,370.00			13,370.00
juno1dayp0wu2w6csnt5jqy6ys202y96at53svf9u4s	13,370.00			13,370.00
juno1dendargkvcp2tujz2xpjl99fgr0j0sjdhhwz4s	13,370.00			13,370.00
juno1dws2msppztcyeahnv057ffq8km92hvh7mupsvp	13,370.00			13,370.00
juno1em4p5epgcjrw9x742lwjgtf8lvwvkc36eanzkr	13,370.00			13,370.00
juno1g52rt3l7xrz252nmjc9gnfrh5trfs0dvclvna9	13,370.00			13,370.00
juno1g6kgezxak50lpjar63jkqfzr8n8vh0wqs35ssn	13,370.00			13,370.00
juno1gvlven35lf37s9kdh7tnk82p06t2g5ht5ecwul	13,370.00			13,370.00
juno1hjmghlw75fpf2dale35syfj9pg5zx3l5anr34n	13,370.00			13,370.00
juno1jfnxsz5lh6wcqc7j9y70g2hvapmvr5c6daxkds	13,370.00			13,370.00
juno1jv0saskryhzasny5f6q0h9rn32zppwfv8jccnq	13,370.00			13,370.00
juno1kpcjmlzy9vdefp8dwe7860jpzy84vmsu3uepge	13,370.00			13,370.00
juno1puxuyggt35hx4qjj8wh0uea9dh4vuvewztfp8h	13,370.00			13,370.00
